OK,Court ID,Court Name,Fixed Court Name,Court Name Abbreviation,Fixed Court Name Abbreviation,Count,Jurisdiction,Fixed Jurisdiction,First Date,Last Date,Example Case ID,Example Case
,16243,New York Arbitration Court,,N.Y. Arb. Ct.,,1,N.Y.,,1894-02,1894-02,1974053,View example
,21837,New York Cayuga County Court,,N.Y. Cayuga Cty. Ct.,,1,N.Y.,,1889-07,1889-07,801671,View example
,11174,New York Children's Court,,N.Y. Child. Ct.,,43,N.Y.,,1912-03-28,1961-10-20,822346,View example
,11181,New York Children's Court,,N.Y. Child Ct.,,2,N.Y.,,1949-02-03,1960-06-23,945592,View example
,20131,New York Children's Court,,N.Y. Children Ct.,,1,N.Y.,,1957-05-27,1957-05-27,1046567,View example
,19434,"New York Children's Court, Kings County",,Child. Ct.,,1,N.Y.,,1914-09-12,1914-09-12,1209610,View example
,17809,"New York Children's Court, Kings County",,N.Y. Child. Ct.,,1,N.Y.,,1912-03-28,1912-03-28,1200460,View example
,8831,New York Circuit Court,,N.Y. Cir. Ct.,,111,N.Y.,,1804-06,1895-11,201350,View example
,20533,"New York Circuit Court, Albany County",,N.Y. Cir. Ct.,,1,N.Y.,,1891-02-26,1891-02-26,3379143,View example
,9165,"New York Circuit Court, Columbia County",,New York Circuit Court,,2,N.Y.,,1845-09,1853-04,201356,View example
,9067,"New York Circuit Court, Delaware County",,New York Circuit Court,,1,N.Y.,,1846-09,1846-09,201379,View example
,22838,"New York Circuit Court, Dutchess County",,New York Circuit Court,,1,N.Y.,,1854-09,1854-09,11260225,View example
,20654,"New York Circuit Court, Kings County",,N.Y. Cir. Ct.,,2,N.Y.,,1893-06,1893-12,5694358,View example
,21158,"New York Circuit Court, Monroe County",,N.Y. Cir. Ct.,,3,N.Y.,,1893-06,1893-08,4301472,View example
,20666,"New York Circuit Court, Oneida County",,N.Y. Cir. Ct.,,1,N.Y.,,1888-03,1888-03,3520632,View example
,20650,"New York Circuit Court, Oswego County",,N.Y. Cir. Ct.,,1,N.Y.,,1894-03-19,1894-03-19,5695279,View example
,10529,New York City Children's Court,,N.Y. Child. Ct.,,3,N.Y.,,1928-05-25,1957-03-01,788289,View example
,9129,New York City Civil Court,,N.Y. Civ. Ct.,,2470,N.Y.,,1962,2017-10-02,32488,View example
,11566,New York City Civil Court,,N.Y. City Civ. Ct.,,12,N.Y.,,1965-07-02,1966-07-11,1170175,View example
,13263,New York City Civil Court or Civil Court of the City of New York,,N.Y. Civ. Ct.,,2,N.Y.,,1985-08-23,2008-10-22,1581151,View example
,9244,New York City Court,,N.Y. City Ct.,,7043,N.Y.,,1808-03,2012-11-26,314844,View example
,9652,New York City Court,,N.Y. City. Ct.,,177,N.Y.,,1897,1945-10-31,349814,View example
,9613,New York City Court,,New York City Ct.,,41,N.Y.,,1890-04-02,1909-06,384791,View example
,10395,New York City Court,,N.Y City Ct.,,34,N.Y.,,1883-03,2009-08-18,785552,View example
,10407,New York City Court,,N.Y. Cty. Ct.,,5,N.Y.,,1916-04,1930-04-11,727809,View example
,21813,New York City Court,,N.Y. App. Term,,1,N.Y.,,1899-12,1899-12,361841,View example
,13817,New York City Court,,N.Y. City Ct,,1,N.Y.,,1913-05,1913-05,1869344,View example
,11948,New York City Court,,New York City. Ct.,,1,N.Y.,,1920-09,1920-09,1406483,View example
,10104,New York City Court General Term,,N.Y. City Ct.,,153,N.Y.,,1885-06,1897-04-28,631250,View example
,15294,New York City Court of Special Sessions,,N.Y. Ct. Spec. Sess.,,5,N.Y.,,1948-03-29,1959-06-05,4293968,View example
,19794,New York City Court of Utica,,Utica City Ct.,,1,N.Y.,,1945-01-11,1945-01-11,920678,View example
,14041,New York City Court Special Term,,N.Y. City Ct.,,1,N.Y.,,1893-03,1893-03,1973031,View example
,10156,"New York City Court, General Term",,N.Y. City Ct.,,200,N.Y.,,1893-11,1901-01-10,694980,View example
,10198,"New York City Court, General Term",,N.Y. Gen. Term,,5,N.Y.,,1887-05,1889-07-09,657636,View example
,16461,"New York City Court, General Term",,N.Y. City Ct. Gen. Term,,1,N.Y.,,1884-02,1884-02,1954048,View example
,13850,"New York City Court, Special Term",,N.Y. City Ct.,,2,N.Y.,,1914-04,1914-04,1875997,View example
,14153,"New York City Court, Trial Term",,N.Y. City Ct.,,1,N.Y.,,1887-10,1887-10,1958446,View example
,22223,New York City Cout,,N.Y. City Ct.,,1,N.Y.,,1894-05-18,1894-05-18,1979595,View example
,9055,New York City Criminal Court,,N.Y. Crim. Ct.,,1710,N.Y.,,1823-07-02,2017-10-31,32453,View example
,11534,New York City Criminal Court,,N.Y. City Crim. Ct.,,11,N.Y.,,1962-10-31,1963-04-11,1124314,View example
,18792,New York City Criminal Court,,N.Y. Civ. Ct.,,1,N.Y.,,1969-10-30,1969-10-30,1210716,View example
,9070,New York City Family Court,,N.Y. Fam. Ct.,,1973,N.Y.,,1962-09-21,2017-10-10,32478,View example
,10796,New York City Family Court,,N.Y. Fam. Ct,,120,N.Y.,,1963-02-18,2014-03-26,881989,View example
,9257,New York City Magistrate's Court,,N.Y. Magis. Ct.,,116,N.Y.,,1911-02-18,1962-08-27,771746,View example
,11318,New York City Magistrate's Court,,N.Y. City Magis. Ct.,,1,N.Y.,,1958-04-10,1958-04-10,1025002,View example
,19885,New York City Magistrate'sl Court,,N.Y. Magis. Ct.,,1,N.Y.,,1959-06-12,1959-06-12,1046447,View example
,10829,New York City Magistrates' Court,,N.Y. Magis. Ct.,,15,N.Y.,,1932-11-11,1941-06-13,824879,View example
,9226,New York City Municipal Court,,N.Y. Mun. Ct.,,1032,N.Y.,,1898-12-04,1962-10-25,711040,View example
,9939,New York City Municipal Court,,N.Y. City Mun. Ct.,,1,N.J.,,1930,1930,426755,View example
,13337,New York Civi Court or Civil Court of the City of New York,,N.Y. Civ. Ct.,,3,N.Y.,,1985-06-24,1985-08-27,1581044,View example
,10921,New York Claims Court,,N.Y. Cl. Ct.,,26,N.Y.,,1910-12,2010-11-29,885115,View example
,11493,New York Commision of Appeals,,N.Y. Ct. Comm'n App.,,1,N.Y.,,1874-09,1874-09,1104192,View example
,14358,New York Commission of Appeal,,N.Y. Comm'n App.,,136,N.Y.,,1871,1872-05,2055339,View example
,14808,New York Commission of Appeal,,N.Y. Comm'n. App.,,1,N.Y.,,1871-09-13,1871-09-13,4462067,View example
,9987,New York Commission of Appeals,,N.Y. Comm'n App.,,393,N.Y.,,1871-01,1875-01,525395,View example
,15515,New York Commom Pleas,,N.Y.C.P.,,10,N.Y.,,1867,1869-01,1959583,View example
,9645,New York Common Pleas,,N.Y.C.P.,,11150,N.Y.,,1824-11,1898-04-10,314843,View example
,10167,New York Common Pleas,,N.Y.C.P,,53,N.Y.,,1859-07,1898-12,694991,View example
,10055,New York Common Pleas,,N.Y. C. P.,,36,N.Y.,,1857-12,1885-01,630150,View example
,10073,New York Common Pleas,,N.Y. Com. Pl,,14,N.Y.,,1858-11,1881-11,628644,View example
,16548,New York Common Pleas,,N.Y. C.P.,,6,N.Y.,,1854-10,1855-11,2199110,View example
,14249,New York Common Pleas,,N.Y.,,1,N.Y.,,1888-01-03,1888-01-03,1995630,View example
,20613,New York Common Pleas,,N.Y. Gen. Term,,1,N.Y.,,1895-12-27,1895-12-27,5682002,View example
,14913,New York Common Pleas,,N.Y.C P.,,1,N.Y.,,1856-05,1856-05,4571646,View example
,13902,New York Common Pleas Court,,N.Y. C. P. Ct.,,1,N.Y.,,1884-06,1884-06,1954994,View example
,10070,"New York Common Pleas, General Term",,N.Y.C.P.,,15,N.Y.,,1860-04,1886-12,624503,View example
,9694,New York County Court,,N.Y. Cty. Ct.,,652,N.Y.,,1855-03,2013-04-01,82183,View example
,19865,New York County Court,,Clinton Cty. Ct.,,1,N.Y.,,1945-01-12,1945-01-12,920648,View example
,13805,New York County Court,,Cty. Ct.,,1,N.Y.,,1911-11,1911-11,1860763,View example
,20042,New York County Court Queens County,,Queens Cty. Ct.,,2,N.Y.,,1941-08-04,1941-08-05,899433,View example
,17109,"New York County Court, Albany County",,N.Y. Cty. Ct.,,2,N.Y.,,1910-01,1910-02-16,7662773,View example
,15488,"New York County Court, Albany County",,Albany Cty. Ct.,,1,N.Y.,,1898-01,1898-01,3430287,View example
,11688,"New York County Court, Broome County",,Broome Cty. Ct.,,2,N.Y.,,1971-05-06,1971-06-09,1230852,View example
,20030,"New York County Court, Columbia County",,Columbia Cty. Ct.,,2,N.Y.,,1941-06-23,1941-07-07,899281,View example
,20023,"New York County Court, Delaware County",,Delaware Cty. Ct.,,1,N.Y.,,1941-05-29,1941-05-29,899399,View example
,11734,"New York County Court, Dutchess County",,Dutchess Cty. Ct.,,4,N.Y.,,1971-04-29,1971-06-25,1230793,View example
,17171,"New York County Court, Erie County",,N.Y. Cty. Ct.,,1,N.Y.,,1910-03-07,1910-03-07,7670695,View example
,16987,"New York County Court, Essex County",,N.Y. Cty. Ct.,,1,N.Y.,,1909-11,1909-11,7658393,View example
,15472,"New York County Court, Franklin County",,Franklin Cty. Ct.,,3,N.Y.,,1897-12,1897-12,3427563,View example
,19044,"New York County Court, Greene County",,N.Y. Cty. Ct.,,1,N.Y.,,1902-02-13,1902-02-13,7711467,View example
,19998,"New York County Court, King County",,King Cty. Ct.,,1,N.Y.,,1941-04-21,1941-04-21,899333,View example
,15976,"New York County Court, Kings County",,N.Y. Cty. Ct.,,2,N.Y.,,1909-11,1911-01,7666785,View example
,10207,"New York County Court, Lewis County",,Lewis Cty. Ct.,,2,N.Y.,,1916-09,1917-01,714449,View example
,11725,"New York County Court, Monroe County",,Monroe Cty. Ct.,,1,N.Y.,,1971-05-06,1971-05-06,1230867,View example
,17707,"New York County Court, Montgomery County",,N.Y. Cty. Ct.,,1,N.Y.,,1909-10,1909-10,7659606,View example
,11745,"New York County Court, Nassau County",,Nassau Cty. Ct.,,4,N.Y.,,1971-05-04,1971-06-25,1230810,View example
,17083,"New York County Court, Nassau County",,N.Y. Cty. Ct.,,3,N.Y.,,1909-11,1911-03,7657337,View example
,17005,"New York County Court, Oneida County",,N.Y. Cty. Ct.,,5,N.Y.,,1909-11,1911-03,7657357,View example
,10194,"New York County Court, Oneida County",,Oneida Cty. Ct.,,4,N.Y.,,1897-12,1971-05-05,714456,View example
,20027,"New York County Court, Onieda County",,Onieda Cty. Ct.,,1,N.Y.,,1941-06-10,1941-06-10,899207,View example
,11680,"New York County Court, Onondaga County",,Onondaga Cty. Ct.,,4,N.Y.,,1897-12,1971-03-31,1230767,View example
,17278,"New York County Court, Onondaga County",,N.Y. Cty. Ct.,,3,N.Y.,,1893-06,1911-04,5438726,View example
,15902,"New York County Court, Orange County",,N.Y. Cty. Ct.,,2,N.Y.,,1910-12,1911-03,7658202,View example
,16940,"New York County Court, Orleans County",,N.Y. Cty. Ct.,,1,N.Y.,,1909-11,1909-11,7658412,View example
,11861,"New York County Court, Orleans County",,Orleans Cty. Ct.,,1,N.Y.,,1971-06-25,1971-06-25,1230896,View example
,17246,"New York County Court, Oswego County",,N.Y. Cty. Ct.,,2,N.Y.,,1909-10,1911-04,7659622,View example
,17041,"New York County Court, Otsego County",,N.Y. Cty. Ct.,,1,N.Y.,,1910-02-15,1910-02-15,7659681,View example
,11278,"New York County Court, Otsego County",,Otsego Cty. Ct.,,1,N.Y.,,1946-12-31,1946-12-31,931149,View example
,20105,"New York County Court, Queens County",,Queens Cty. Ct.,,2,N.Y.,,1941-04-28,1941-05-06,899379,View example
,15921,"New York County Court, Rockland County",,N.Y. Cty. Ct.,,4,N.Y.,,1893-02,1911-01,5437260,View example
,16959,"New York County Court, Saratoga County",,N.Y. Cty. Ct.,,3,N.Y.,,1901-12,1909-11,7658380,View example
,11864,"New York County Court, Saratoga County",,Saratoga Cty. Ct.,,1,N.Y.,,1971-05-21,1971-05-21,1230913,View example
,20127,"New York County Court, Schenectady County",,Schenectady Cty. Ct.,,1,N.Y.,,1941-04-02,1941-04-02,899519,View example
,20083,"New York County Court, Schoharie County",,Schoharie Cty. Ct.,,1,N.Y.,,1941-06-16,1941-06-16,899446,View example
,17951,"New York County Court, Schuyler County",,N.Y. Cty. Ct.,,4,N.Y.,,1893-07-15,1909-10,5432911,View example
,15929,"New York County Court, Steuben County",,N.Y. Cty. Ct.,,2,N.Y.,,1911-04-07,1911-05-24,7659717,View example
,11491,"New York County Court, Suffolk County",,N.Y. Cty. Ct.,,5,N.Y.,,1961-05-16,1961-05-16,1087706,View example
,11702,"New York County Court, Suffolk County",,Suffolk Cty. Ct.,,4,N.Y.,,1971-03-30,1971-06-17,1230737,View example
,11730,"New York County Court, Tioga County",,Tioga Cty. Ct.,,1,N.Y.,,1971-04-28,1971-04-28,1230818,View example
,11827,"New York County Court, Tompkins County",,Tompkins Cty. Ct.,,2,N.Y.,,1971-04-26,1971-05-03,1230919,View example
,17138,"New York County Court, Tompkins County",,N.Y. Cty. Ct.,,1,N.Y.,,1910-02-25,1910-02-25,7664973,View example
,15938,"New York County Court, Ulster County",,N.Y. Cty. Ct.,,4,N.Y.,,1893-07,1909-10,3549561,View example
,11778,"New York County Court, Westchester County",,Westchester Cty. Ct.,,1,N.Y.,,1971-06-02,1971-06-02,1230860,View example
,23033,New York County Surrogate's Court,,New York Cty. Sur. Ct.,,1,N.Y.,,2017-06-14,2017-06-14,12298919,View example
,9581,New York Court for the Correction of Errors,,N.Y.,,1069,N.Y.,,1798-02,1846-12,372207,View example
,19705,New York Court General Sessions,,N.Y. Ct. Gen. Sess.,,4,N.Y.,,1901-08,1901-10,7700409,View example
,20343,New York Court General Sessions; New York County,,N.Y. Ct. Gen. Sess.,,1,N.Y.,,1905-06,1905-06,3114708,View example
,20688,New York Court of Appeal,,N. Y.,,2,N.Y.,,2006-01-17,2006-03-23,3637310,View example
,20698,New York Court of Appeal,,N.Y.,,1,N.Y.,,2006-04-04,2006-04-04,3640221,View example
,8873,New York Court of Appeals,,N.Y.,,117127,N.Y.,,1800-12-02,2017-09-14,14224,View example
,14207,New York Court of Appeals,,N.Y. Ct. App.,,512,N.Y.,,1864-12,1986-12-19,1960491,View example
,10120,New York Court of Appeals,,N. Y.,,138,N.Y.,,1887-10-04,1890-03-21,664250,View example
,22929,New York Court of Assizes,,N.Y. Ct. Assizes,,8,N.Y.,,1682-10-06,1682-10-06,12185660,View example
,15896,New York Court of Chamber,,N.Y. Ct.,,1,N.Y.,,1894-02,1894-02,3532847,View example
,9946,New York Court of Chancery,,N.Y. Ch.,,3856,N.Y.,,1814,1850-06,222005,View example
,9160,New York Court of Claims,,N.Y. Ct. Cl.,,2056,N.Y.,,1905-10,2017-06-21,32616,View example
,10638,New York Court of Claims,,N.Y. Cl. Ct.,,27,N.Y.,,1918-07,2010-05-25,727739,View example
,15496,New York Court of Commission of Appeals,,N.Y. Ct. Comm'n App.,,418,N.Y.,,1872,1875-06,514577,View example
,16538,New York Court of Common Pleas,,N.Y. Ct. Com. Pl.,,9,N.Y.,,1855-11,1856-06,2200675,View example
,9574,New York Court of Errors,,N.Y. Ct. Err.,,47,N.Y.,,1816-04,1832-01,376173,View example
,11149,New York Court of General Session,,N.Y. Ct. Gen. Sess.,,13,N.Y.,,1889-01,1938-03-24,723793,View example
,10203,New York Court of General Session of the Peace,,N.Y. Ct. Sess. P.,,9,N.Y.,,1907-12,1922-06,714462,View example
,20067,"New York Court of General Session, New York County",,"N.Y. Ct. Sess., N.Y. Cty.",,1,N.Y.,,1908-01,1908-01,1847205,View example
,9672,New York Court of General Sessions,,N.Y. Ct. Gen. Sess.,,703,N.Y.,,1810-07,1962-08-10,345010,View example
,10599,New York Court of General Sessions,,N.Y. Ct. Sess.,,13,N.Y.,,1897-07,1970-07-10,838283,View example
,9222,New York Court of General Sessions,,N.Y Ct. Gen. Sess.,,3,N.Y.,,1885-04,1945-03-08,796171,View example
,13740,New York Court of General Sessions,,N. Y. Ct. Gen. Sess.,,2,N.Y.,,1908-05,1908-05,1848923,View example
,10742,New York Court of General Sessions,,Ct. Gen. Sess.,,1,N.Y.,,1934-06-25,1934-06-25,843707,View example
,18544,New York Court of General Sessions,,N.Y. Gen. Sess.,,1,N.Y.,,1912-07,1912-07,1203130,View example
,11410,New York Court of General Sessions of County,,N.Y. Ct. Gen. Sess.,,8,N.Y.,,1952-11-17,1959-12-10,1049035,View example
,11368,New York Court of General Sessions of County,,N.Y. Ct. Sess. Cty.,,2,N.Y.,,1959-09-01,1959-11-05,1048927,View example
,10193,New York Court of General Sessions of the Peace,,N.Y. Ct. Sess. P.,,93,N.Y.,,1898-09,1926-11-15,361768,View example
,9695,New York Court of General Sessions of the Peace,,N.Y. Ct. Gen. Sess. P.,,31,N.Y.,,1899-03,1922-01,359913,View example
,13804,New York Court of General Sessions of the Peace,,N. Y. Ct. Sess. P.,,1,N.Y.,,1908-05,1908-05,1848939,View example
,15430,"New York Court of General Sessions, Lewis County",,N.Y. Ct. Gen. Sess.,,1,N.Y.,,1895-12,1895-12,3476585,View example
,13654,New York Court of General Sessions; New York County,,N.Y. Ct. Gen. Sess.,,5,N.Y.,,1904-09,1912-11,1203109,View example
,9047,New York Court of Oyer and Terminer,,N.Y. Ct. Oyer & Terminer,,121,N.Y.,,1800-07,1895-10-14,201368,View example
,14165,New York Court of Oyer and Terminer,,N.Y. Court of Oyer & Terminer,,1,N.Y.,,1894-03-09,1894-03-09,1982379,View example
,15895,New York Court of Oyer and Terminer,,N.Y. Ct. of Oyer & Terminer,,1,N.Y.,,1889-03,1889-03,3519800,View example
,11573,"New York Court of Oyer and Terminer, Albany County",,N.Y. Ct. Oyer & Terminer,,20,N.Y.,,1827-08-03,1888-01,1164435,View example
,19261,"New York Court of Oyer and Terminer, Allegany County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1824-02,1852-04,1268415,View example
,9159,"New York Court of Oyer and Terminer, Chenango County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1845-07,1856-02,201406,View example
,9191,"New York Court of Oyer and Terminer, Columbia County",,N.Y. Ct. Oyer & Terminer,,4,N.Y.,,1845-09,1855-01,201422,View example
,19476,"New York Court of Oyer and Terminer, Cortland County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1859-06,1859-06,1260691,View example
,22764,"New York Court of Oyer and Terminer, Delaware County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1845-09,1857-09,1258989,View example
,9126,"New York Court of Oyer and Terminer, Dutchess County",,N.Y. Ct. Oyer & Terminer,,3,N.Y.,,1848-10,1857-09,201361,View example
,11585,"New York Court of Oyer and Terminer, Erie County",,N.Y. Ct. Oyer & Terminer,,5,N.Y.,,1825-04,1883-08,1164461,View example
,22875,"New York Court of Oyer and Terminer, Franklin County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1825-07,1825-07,11260383,View example
,18588,"New York Court of Oyer and Terminer, Fulton County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1883-10,1883-10,1167717,View example
,14852,"New York Court of Oyer and Terminer, Greene County",,N.Y. Ct. Oyer & Terminer,,3,N.Y.,,1854-12,1877-12,4473614,View example
,18711,"New York Court of Oyer and Terminer, Jefferson County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1853-12,1882-06,1167683,View example
,9146,"New York Court of Oyer and Terminer, Kings County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1845-05,1845-05,201427,View example
,14074,"New York Court of Oyer and Terminer, Monroe County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1858-04,1872-01,1258995,View example
,16147,"New York Court of Oyer and Terminer, Montgomery County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1829-11-17,1829-11-17,2159664,View example
,15572,"New York Court of Oyer and Terminer, New York County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1891-05,1891-05,4302422,View example
,15526,"New York Court of Oyer and Terminer, Niagara County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1882-10,1882-10,4548393,View example
,11596,"New York Court of Oyer and Terminer, Oneida County",,N.Y. Ct. Oyer & Terminer,,4,N.Y.,,1820-06,1893-10-16,1164473,View example
,22730,"New York Court of Oyer and Terminer, Rensselaer County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1845-07,1854-05,11258647,View example
,14142,"New York Court of Oyer and Terminer, Richmond County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1872-10,1872-10,1971434,View example
,16117,"New York Court of Oyer and Terminer, Saratoga County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1839-12,1873-09,4466260,View example
,9117,"New York Court of Oyer and Terminer, St. Lawrence County",,N.Y. Oyer & Terminer,,2,N.Y.,,1848-08,1848-08,201383,View example
,22835,"New York Court of Oyer and Terminer, Steuben County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1852-05,1852-05,11259430,View example
,14916,"New York Court of Oyer and Terminer, Tompkins County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1845-08,1857-08,1258969,View example
,14891,"New York Court of Oyer and Terminer, Ulster County",,N.Y. Ct. Oyer & Terminer,,2,N.Y.,,1849-10,1875-04-22,4469384,View example
,18658,"New York Court of Oyer and Terminer, Warren County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1884-10,1884-10,1167698,View example
,22799,"New York Court of Oyer and Terminer, Washington County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1839-11,1839-11,11258908,View example
,11756,"New York Court of Oyer and Terminer, Westchester County",,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1856-06,1856-06,1258958,View example
,10431,"New York Court of Session, Albany County",,N.Y. Ct. Sess.,,1,N.Y.,,1888-10,1888-10,799898,View example
,10462,New York Court of Sessions,,N.Y. Ct. Sess.,,42,N.Y.,,1867,1957-01-17,796170,View example
,21971,"New York Court of Sessions, New York County",,New York Cty. Ct. Sess.,,1,N.Y.,,1895-07,1895-07,342703,View example
,22147,"New York Court of Sessions, Oneida Court",,N.Y. Ct. Sess.,,1,N.Y.,,1881-06,1881-06,626228,View example
,10177,"New York Court of Sessions, Orange County",,Orange Cty. Ct. Sess.,,1,N.Y.,,1894-03,1894-03,696819,View example
,21926,"New York Court of Sessions, Queens County",,N.Y. Ct. Sess.,,3,N.Y.,,1895-06,1895-06,342765,View example
,21970,"New York Court of Sessions, Rensselaer County",,Rensselaer Cty. Ct. Sess.,,1,N.Y.,,1895-07,1895-07,342633,View example
,21852,"New York Court of Sessions, Rockland County",,N.Y. Ct. Sess.,,1,N.Y.,,1895-07,1895-07,342788,View example
,11184,New York Court of Special Session,,N.Y. Ct. Spec. Sess.,,5,N.Y.,,1903-06,1947-10-28,939528,View example
,10704,New York Court of Special Session,,N.Y. Ct. Sess.,,2,N.Y.,,1933-12-05,1934-01-22,838307,View example
,9249,New York Court of Special Sessions,,N.Y. Ct. Spec. Sess.,,424,N.Y.,,1895-08,1971-11-15,350068,View example
,10592,New York Court of Special Sessions,,Ct. Spec. Sess.,,6,N.Y.,,1932-02-23,1934-09-06,843714,View example
,18842,New York Court of Special Sessions,,N.Y. Ct. Sess.,,3,N.Y.,,1959-10-16,1970-02-05,1049388,View example
,20031,New York Court of Special Sessions,,N.Y. Ct. Spec. Ct.,,2,N.Y.,,1941-06-25,1941-07-10,899290,View example
,17149,New York Court of Special Sessions,,N.Y. Ct. Sec. Sess.,,1,N.Y.,,1899-03,1899-03,7804488,View example
,13681,New York Court of Special Sessions of the First Division,,N.Y. Ct. Sess. Div.,,1,N.Y.,,1904-08,1904-08,1824393,View example
,19570,New York Court on the Judiciary,,N.Y. Ct. Judiciary,,11,N.Y.,,1978-04-18,1980-05-05,4375387,View example
,14070,New York Court Oyer & Terminer,,N.Y. Ct. Oyer & Terminer,,1,N.Y.,,1888-02,1888-02,1958459,View example
,19769,New York Court Police Justice Court,,N.Y. Police J. Ct.,,1,N.Y.,,1951-02-02,1951-02-02,964531,View example
,13873,New York Criminal Court,,N.Y. Crim. Ct.,,32,N.Y.,,1978-06-22,1994-10-12,907476,View example
,11471,New York Distict Court,,N.Y. Dist. Ct.,,2,N.Y.,,1961-08-16,1961-08-29,1091750,View example
,20756,New York Distric Court of Nassau County,,N.Y. Dist. Ct.,,5,N.Y.,,2011-01-26,2011-03-30,3772828,View example
,9733,New York District Court,,N.Y. Dist. Ct.,,260,N.Y.,,1814-07,2013-09-30,82191,View example
,19593,New York District Court,,Dist. Ct.,,6,N.Y.,,1985-10-04,1986-02-04,846321,View example
,11621,New York District Court of Nassau County,,N.Y. Dist. Ct.,,9,N.Y.,,1975-11-20,2006-03-06,782988,View example
,11875,New York District Court of Suffolk County,,N.Y. Dist. Ct.,,6,N.Y.,,1975-11-14,2006-01-31,782958,View example
,11542,"New York District Court, Nassau County",,N.Y. Dist. Ct.,,1,N.Y.,,1962-11-30,1962-11-30,1119930,View example
,9269,New York Domestic Relations Court,,N.Y. Dom. Rel. Ct.,,224,N.Y.,,1913-05,1960-12-14,843791,View example
,21831,New York Executive Chamber,,N.Y. Exec. Chamber,,2,N.Y.,,1885-12,1889-11,797886,View example
,15873,New York Executive Chamber,,N.Y. Executive Chamber,,1,N.Y.,,1889-11,1889-11,5693799,View example
,21830,New York Executive Chambers,,N.Y. Exec. Chambers,,1,N.Y.,,1886-08,1886-08,797829,View example
,9706,New York Family Court,,N.Y. Fam. Ct.,,417,N.Y.,,1963-03-11,2013-01-24,82179,View example
,20775,New York Family Court,,N.Y. Fam. Ct,,2,N.Y.,,2011-08-03,2012-11-21,3785388,View example
,11639,New York Family Court,,N.Y. Fam Ct.,,1,N.Y.,,2004-12-22,2004-12-22,1187439,View example
,17178,New York Fulton County Court,,Fulton Cty. Ct.,,1,N.Y.,,1899-07,1899-07,7814130,View example
,11565,New York General Sessions,,N.Y. Ct. Gen. Sess.,,5,N.Y.,,1870-04,1883-05,1164478,View example
,9719,New York General Sessions,,N.Y. Gen. Sess.,,2,N.Y.,,1895-05,1907-02,340683,View example
,13564,New York General Sessions of the Peace,,N.Y. Ct. Sess. P.,,1,N.Y.,,1903-02,1903-02,1815794,View example
,19269,New York Genesee Sessions,,N.Y. Genesee Sess.,,1,N.Y.,,1857-02,1857-02,1260686,View example
,16991,New York Herkimer County Court,,Herkimer Cty. Ct.,,1,N.Y.,,1899-05,1899-05,7739441,View example
,14751,New York Judiciary Court,,N.Y. Jud. Ct.,,2,N.Y.,,1977-09-06,1977-10-12,6035544,View example
,9688,New York Justice Court,,N.Y. J. Ct.,,28,N.Y.,,1969-10-03,2013-04-08,338343,View example
,11623,New York Justice Court,,N.Y. Just. Ct.,,10,N.Y.,,1975-09-27,2011-07-19,1187363,View example
,20778,New York Justice Court,,N.Y. J. Ct,,2,N.Y.,,2012-10-09,2013-01-04,3786578,View example
,11522,New York Justices' Court,,N.Y. J. Ct.,,2,N.Y.,,1866-05,1962-12-05,1124383,View example
,20034,New York Justices' Court,,N.Y. Just. Ct.,,1,N.Y.,,1962-06-20,1962-06-20,1108867,View example
,17116,New York Lewis County Court,,Lewis Cty. Ct.,,2,N.Y.,,1899-06,1899-06,7795230,View example
,11246,New York Magistrate Court,,N.Y. Magis. Ct.,,1,N.Y.,,1949-07-14,1949-07-14,947914,View example
,10557,New York Magistrate's Court,,N.Y. Magis. Ct.,,80,N.Y.,,1911-08,1961-10-26,810480,View example
,11089,New York Magistrate's Court,,Magis. Ct.,,1,N.Y.,,1938-01-05,1938-01-05,873417,View example
,10566,New York Magistrates' Court,,N.Y. Magis. Ct.,,6,N.Y.,,1938-04-11,1962-08-31,877966,View example
,11451,New York Marine Court,,N.Y. Marine Ct.,,210,N.Y.,,1872-11,1883-11,1101390,View example
,14864,New York Marine Court,,N. Y. Marine Ct.,,6,N.Y.,,1881-09,1882-01,4537348,View example
